delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,delivery_date,expected_delivery_hours,actual_delivery_hours
7430.0,amazon logistics,cosmetics,ev bike,same day,central,cold,139.0,46.88,no,delivered,4,935.64,2025-01-05 16:08:00,3.9,3.6
7431.0,ecom express,fragile items,ev bike,standard,east,foggy,145.1,34.93,no,delivered,5,830.29,2025-03-17 15:30:00,3.8,3.5
7432.0,amazon logistics,pharmacy,scooter,same day,south,foggy,170.1,42.45,yes,delayed,3,1077.85,2025-01-23 16:02:00,5.1,5.9
7433.0,dhl,fragile items,ev bike,two day,east,foggy,167.4,22.38,no,delivered,5,904.14,2025-02-12 07:30:00,4.8,4.7
7434.0,xpressbees,pharmacy,scooter,two day,west,hot,218.0,29.34,no,delivered,4,1178.02,2025-05-06 15:08:00,6.6,6.4
7435.0,dhl,fragile items,truck,same day,east,cold,158.0,48.68,no,delivered,5,1036.04,2025-03-04 08:20:00,5.3,4.9
7436.0,amazon logistics,groceries,truck,express,south,rainy,220.8,33.9,yes,delayed,3,1255.7,2025-02-11 16:45:00,6.6,9.1
7437.0,amazon logistics,pharmacy,van,same day,south,foggy,230.7,43.79,yes,delayed,2,1384.87,2025-05-29 08:00:00,6.9,8.5
7438.0,ecom express,pharmacy,ev bike,standard,east,cold,103.9,46.03,no,delivered,3,657.59,2025-01-07 17:54:00,3.5,3.2
7439.0,shadowfax,pharmacy,ev van,same day,south,rainy,208.1,29.83,no,delivered,4,1229.99,2025-02-08 18:31:00,5.8,5.3
7440.0,fedex,pharmacy,van,standard,east,hot,163.2,49.23,no,delivered,4,963.69,2025-02-03 10:15:00,5.0,4.9
7441.0,blue dart,fragile items,scooter,standard,north,hot,286.9,40.41,no,delivered,3,1555.73,2025-05-19 08:10:00,8.1,7.9
7442.0,shadowfax,documents,van,same day,north,rainy,163.0,15.2,yes,failed,2,960.6,2025-05-11 10:15:00,5.1,8.6
7443.0,shadowfax,documents,truck,same day,central,rainy,234.4,27.51,yes,delayed,2,1354.53,2025-05-27 19:33:00,7.0,9.7
7444.0,fedex,furniture,bike,same day,south,stormy,34.9,25.17,no,delivered,5,350.01,2025-05-30 17:35:00,0.9,0.8
7445.0,xpressbees,pharmacy,ev van,express,east,hot,193.6,18.88,yes,delayed,2,1074.64,2025-05-31 06:02:00,5.9,8.0
7446.0,amazon logistics,furniture,van,same day,north,clear,34.6,26.52,no,delivered,5,352.56,2025-06-09 07:43:00,0.5,0.4
7447.0,blue dart,clothing,ev van,express,central,cold,201.4,39.96,yes,failed,1,1176.88,2025-03-18 17:39:00,5.6,6.2
7448.0,dhl,fragile items,ev van,standard,south,stormy,98.6,30.05,no,delivered,5,583.15,2025-01-14 10:42:00,2.7,2.4
7449.0,xpressbees,furniture,bike,same day,south,clear,190.8,45.51,no,delivered,3,1190.53,2025-06-16 17:53:00,5.2,4.8
7450.0,amazon logistics,groceries,bike,standard,east,hot,130.8,29.98,no,delivered,4,743.94,2025-06-23 18:34:00,4.3,3.8
7451.0,amazon logistics,fragile items,scooter,standard,central,stormy,245.9,19.99,no,delivered,5,1289.47,2025-03-02 13:47:00,7.4,6.8
7452.0,amazon logistics,groceries,truck,same day,west,foggy,37.7,37.72,no,delivered,5,401.66,2025-03-18 17:42:00,1.3,1.2
7453.0,amazon logistics,clothing,van,same day,north,rainy,73.8,10.77,no,delivered,4,501.31,2025-02-07 18:50:00,2.1,1.7
7454.0,ecom express,automobile parts,bike,standard,north,hot,127.9,27.48,no,delivered,4,721.94,2025-04-19 08:13:00,4.0,3.4
7455.0,shadowfax,groceries,truck,express,south,foggy,105.7,41.22,yes,delayed,3,702.16,2025-06-01 06:29:00,3.3,4.9
7456.0,ekart,automobile parts,scooter,two day,north,hot,28.3,44.63,no,delivered,4,275.39,2025-04-23 09:51:00,0.9,0.5
7457.0,shadowfax,furniture,ev van,two day,east,hot,129.9,9.22,no,delivered,4,677.16,2025-04-05 06:19:00,4.0,3.6
7458.0,xpressbees,documents,ev bike,two day,south,cold,172.7,44.14,no,delivered,4,995.92,2025-03-13 09:56:00,5.3,5.0
7459.0,delhivery,groceries,ev van,same day,north,cold,220.4,31.29,yes,delayed,2,1295.87,2025-03-07 13:32:00,6.2,8.3
7460.0,xpressbees,automobile parts,truck,standard,west,cold,60.4,10.2,no,delivered,4,332.6,2025-02-09 13:21:00,2.3,1.8
7461.0,fedex,automobile parts,ev bike,express,south,stormy,85.7,0.84,yes,delayed,2,481.02,2025-01-02 11:35:00,2.6,3.4
7462.0,ecom express,clothing,bike,same day,south,rainy,135.2,18.54,no,delivered,3,831.62,2025-01-22 16:39:00,4.2,4.1
7463.0,blue dart,automobile parts,ev bike,same day,north,clear,251.9,21.49,yes,delayed,2,1423.97,2025-02-26 14:18:00,7.3,9.0
7464.0,ecom express,fragile items,van,standard,central,rainy,113.4,12.8,no,delivered,5,605.4,2025-04-28 08:36:00,3.6,3.0
7465.0,fedex,pharmacy,bike,two day,west,foggy,218.0,0.67,no,delivered,4,1091.32,2025-01-10 06:15:00,6.3,5.7
7466.0,shadowfax,clothing,bike,two day,south,rainy,265.2,23.06,no,delivered,5,1395.18,2025-02-01 12:09:00,7.7,7.4
7467.0,shadowfax,pharmacy,scooter,standard,central,hot,56.1,46.51,no,delivered,5,420.03,2025-02-14 07:53:00,1.7,1.3
7468.0,shadowfax,groceries,van,same day,south,foggy,193.2,47.15,yes,delayed,2,1207.45,2025-05-14 09:07:00,5.8,7.6
7469.0,ecom express,clothing,scooter,standard,south,cold,53.7,24.58,no,delivered,5,342.24,2025-06-03 15:53:00,2.0,1.9
7470.0,blue dart,automobile parts,ev bike,express,south,clear,240.1,45.15,no,delivered,5,1385.95,2025-02-02 11:07:00,7.3,7.2
7471.0,xpressbees,pharmacy,van,two day,north,clear,109.1,4.75,no,delivered,4,559.75,2025-03-18 08:00:00,3.5,3.0
7472.0,ecom express,electronics,scooter,same day,east,foggy,186.4,42.46,yes,failed,1,1159.38,2025-04-03 19:38:00,5.6,6.8
7473.0,blue dart,groceries,ev bike,express,west,rainy,278.0,28.0,yes,delayed,2,1524.0,2025-05-18 17:58:00,8.0,11.1
7474.0,ekart,fragile items,van,standard,east,cold,75.5,3.66,no,delivered,3,388.48,2025-01-24 09:36:00,1.7,1.2
7475.0,fedex,groceries,ev bike,two day,east,stormy,191.0,3.4,no,delivered,4,965.2,2025-05-29 16:43:00,5.9,5.5
7476.0,xpressbees,furniture,truck,express,south,hot,163.6,1.5,yes,delayed,2,872.5,2025-02-26 11:04:00,4.9,6.8
7477.0,ecom express,clothing,ev bike,same day,central,hot,198.7,16.42,no,delivered,3,1142.76,2025-02-26 08:56:00,5.7,5.4
7478.0,amazon logistics,electronics,ev van,standard,central,stormy,31.5,27.2,no,delivered,3,239.1,2025-01-17 11:53:00,0.5,0.4
7479.0,amazon logistics,automobile parts,bike,two day,east,stormy,31.6,38.97,no,delivered,5,274.91,2025-06-23 11:27:00,1.1,0.9
7480.0,dhl,automobile parts,bike,express,west,rainy,253.8,30.04,yes,delayed,2,1409.12,2025-04-05 17:46:00,7.7,8.9
7481.0,shadowfax,electronics,ev bike,same day,west,foggy,86.8,24.98,no,delivered,5,608.94,2025-04-05 11:22:00,2.4,2.3
7482.0,blue dart,furniture,truck,standard,central,rainy,204.5,12.17,no,delivered,5,1059.01,2025-04-28 17:04:00,6.5,6.2
7483.0,fedex,cosmetics,scooter,same day,central,cold,208.2,30.41,no,delivered,5,1232.23,2025-05-20 12:08:00,6.8,6.7
7484.0,blue dart,fragile items,bike,two day,central,clear,56.8,48.76,no,delivered,5,430.28,2025-01-18 10:14:00,1.7,1.3
7485.0,delhivery,pharmacy,ev van,express,north,cold,121.3,46.95,yes,delayed,2,797.35,2025-01-19 10:50:00,3.6,6.5
7486.0,amazon logistics,fragile items,bike,express,east,clear,35.8,19.79,no,delivered,3,288.37,2025-05-10 08:40:00,1.2,1.1
7487.0,amazon logistics,clothing,van,same day,east,foggy,33.5,24.47,no,delivered,5,340.91,2025-03-23 16:14:00,1.0,0.5
7488.0,fedex,electronics,scooter,two day,west,hot,265.8,20.98,no,delivered,4,1391.94,2025-01-12 10:59:00,8.3,7.8
7489.0,delhivery,furniture,van,two day,east,foggy,195.1,28.4,no,delivered,5,1060.7,2025-04-11 06:58:00,5.7,5.2
7490.0,delhivery,documents,ev bike,standard,east,cold,98.7,20.66,no,delivered,5,555.48,2025-05-30 13:44:00,3.6,3.0
7491.0,blue dart,cosmetics,truck,express,east,cold,168.1,11.27,yes,delayed,3,924.31,2025-02-03 14:54:00,4.7,7.4
7492.0,xpressbees,groceries,bike,two day,east,cold,186.2,10.31,no,delivered,5,961.93,2025-03-21 06:45:00,5.6,5.0
7493.0,blue dart,groceries,bike,two day,west,hot,6.7,41.5,no,delivered,4,158.0,2025-05-13 16:38:00,0.5,0.4
7494.0,ekart,furniture,ev van,same day,west,cold,103.9,25.14,no,delivered,4,694.92,2025-01-25 07:47:00,2.8,2.5
7495.0,amazon logistics,automobile parts,scooter,standard,east,foggy,172.1,6.58,no,delivered,5,880.24,2025-06-04 07:34:00,4.9,4.7
7496.0,amazon logistics,electronics,van,same day,east,clear,106.5,27.49,no,delivered,4,714.97,2025-04-01 10:38:00,3.1,2.6
7497.0,xpressbees,furniture,ev bike,two day,north,stormy,88.6,34.24,no,delivered,3,545.72,2025-06-15 17:09:00,2.7,2.4
7498.0,ekart,groceries,ev van,two day,east,foggy,140.8,8.9,no,delivered,5,730.7,2025-03-25 19:14:00,3.7,3.4
7499.0,shadowfax,electronics,scooter,same day,south,clear,220.0,49.42,no,delivered,3,1348.26,2025-06-04 12:31:00,7.0,6.6
7500.0,blue dart,fragile items,scooter,same day,north,rainy,221.9,8.22,yes,delayed,2,1234.16,2025-02-15 18:31:00,6.6,8.6
7501.0,amazon logistics,automobile parts,van,two day,south,clear,178.3,26.06,no,delivered,5,969.68,2025-04-15 12:05:00,5.5,4.9
7502.0,delhivery,clothing,van,same day,central,clear,230.8,1.73,yes,delayed,2,1259.19,2025-05-22 10:14:00,6.8,7.8
7503.0,xpressbees,cosmetics,ev bike,same day,east,hot,43.6,41.05,no,delivered,3,441.15,2025-05-22 08:40:00,1.8,1.4
7504.0,fedex,cosmetics,ev bike,two day,north,rainy,48.3,5.98,no,delivered,5,259.44,2025-03-27 17:03:00,1.5,1.3
7505.0,xpressbees,cosmetics,scooter,standard,central,stormy,228.4,35.62,no,delivered,4,1248.86,2025-05-21 09:52:00,6.8,6.7
7506.0,fedex,furniture,van,standard,north,stormy,82.7,15.19,no,delivered,4,459.07,2025-03-06 06:29:00,2.3,1.7
7507.0,blue dart,documents,ev bike,two day,west,rainy,60.7,25.55,no,delivered,3,380.15,2025-01-10 09:43:00,1.9,1.6
7508.0,xpressbees,electronics,truck,standard,north,foggy,35.4,38.56,no,delivered,5,292.68,2025-04-12 15:52:00,1.2,1.0
7509.0,shadowfax,electronics,truck,two day,central,foggy,132.0,47.8,no,delivered,5,803.4,2025-03-26 13:03:00,3.7,3.3
7510.0,fedex,clothing,ev bike,two day,west,cold,163.5,8.61,no,delivered,4,843.33,2025-02-21 16:03:00,5.0,5.0
7511.0,dhl,furniture,truck,express,central,cold,85.6,42.03,no,delivered,3,604.09,2025-03-07 07:51:00,2.8,2.5
7512.0,dhl,clothing,truck,two day,south,clear,107.9,11.09,no,delivered,5,572.77,2025-04-12 15:41:00,3.5,3.4
7513.0,fedex,cosmetics,van,same day,central,hot,290.0,3.15,yes,failed,2,1559.45,2025-02-10 06:23:00,8.6,11.8
7514.0,ekart,pharmacy,ev van,same day,central,hot,78.1,42.23,no,delivered,5,617.19,2025-02-03 10:19:00,2.4,2.3
7515.0,ekart,groceries,bike,two day,east,cold,124.0,15.64,no,delivered,5,666.92,2025-05-22 10:09:00,4.0,3.5
7516.0,ekart,electronics,bike,two day,east,stormy,110.4,41.09,no,delivered,5,675.27,2025-06-23 06:12:00,3.4,2.9
7517.0,delhivery,furniture,ev bike,two day,south,foggy,171.2,44.58,no,delivered,4,989.74,2025-03-04 06:53:00,4.5,4.4
7518.0,ecom express,fragile items,truck,two day,west,hot,247.8,31.18,no,delivered,5,1332.54,2025-03-05 16:08:00,6.9,6.5
7519.0,ekart,groceries,scooter,same day,west,hot,273.7,17.64,yes,delayed,3,1521.42,2025-04-05 07:13:00,7.8,9.2
7520.0,blue dart,fragile items,truck,express,north,foggy,122.2,7.3,yes,delayed,2,682.9,2025-03-15 18:18:00,3.5,5.6
7521.0,blue dart,documents,bike,standard,east,hot,125.9,8.91,no,delivered,3,656.23,2025-05-17 07:15:00,3.9,3.6
7522.0,ecom express,electronics,truck,standard,east,clear,172.7,31.46,no,delivered,5,957.88,2025-04-20 12:30:00,5.5,5.3
7523.0,fedex,pharmacy,van,express,east,cold,265.8,24.68,no,delivered,4,1453.04,2025-05-03 07:41:00,7.9,7.6
7524.0,ekart,fragile items,truck,express,west,foggy,24.9,33.61,no,delivered,5,275.33,2025-06-06 16:17:00,1.0,0.4
7525.0,dhl,fragile items,van,standard,south,rainy,291.8,3.79,no,delivered,4,1470.37,2025-03-05 19:47:00,8.0,7.9
7526.0,delhivery,automobile parts,ev bike,express,north,rainy,230.7,13.18,no,delivered,4,1243.04,2025-06-18 18:26:00,6.2,6.2
7527.0,ekart,electronics,bike,two day,east,clear,137.9,9.59,no,delivered,4,718.27,2025-01-24 09:17:00,4.6,4.4
7528.0,ekart,electronics,ev van,standard,south,rainy,184.0,46.23,no,delivered,3,1058.69,2025-06-01 09:21:00,5.3,5.0
7529.0,amazon logistics,pharmacy,van,express,central,clear,288.9,12.57,yes,delayed,2,1532.21,2025-06-04 08:39:00,8.6,9.7
7530.0,delhivery,automobile parts,scooter,two day,west,rainy,60.9,2.68,no,delivered,3,312.54,2025-04-10 19:29:00,2.1,1.8
7531.0,dhl,automobile parts,ev van,express,south,hot,282.6,5.32,no,delivered,4,1478.96,2025-04-05 17:59:00,8.9,8.6
7532.0,amazon logistics,documents,bike,same day,west,stormy,56.8,26.36,no,delivered,4,463.08,2025-05-12 15:52:00,2.3,1.8
7533.0,amazon logistics,groceries,truck,same day,west,foggy,288.8,1.31,yes,delayed,3,1547.93,2025-06-27 16:17:00,9.1,10.3
7534.0,fedex,pharmacy,bike,two day,central,cold,5.3,13.76,no,delivered,4,95.6674,2025-04-27 09:30:00,0.5,0.4
7535.0,ekart,automobile parts,ev van,same day,west,hot,212.9,29.24,no,delivered,5,1252.22,2025-03-22 19:33:00,6.7,6.6
7536.0,dhl,clothing,bike,same day,east,clear,10.1,4.81,no,delivered,4,164.93,2025-06-23 17:50:00,0.5,0.5
7537.0,ekart,automobile parts,scooter,two day,south,stormy,139.1,24.86,no,delivered,4,770.08,2025-01-31 16:15:00,4.8,4.7
7538.0,shadowfax,fragile items,truck,express,south,foggy,3.6,39.45,yes,delayed,3,183.85,2025-04-15 12:15:00,0.5,1.6
7539.0,ekart,electronics,ev van,express,south,foggy,13.8,38.57,yes,delayed,3,234.71,2025-06-28 18:34:00,0.5,1.1
7540.0,shadowfax,fragile items,van,same day,central,rainy,237.5,10.17,yes,delayed,3,1318.01,2025-01-02 08:13:00,7.3,10.1
7541.0,shadowfax,pharmacy,scooter,same day,central,cold,276.1,9.53,no,delivered,5,1509.09,2025-06-25 11:02:00,8.5,8.2
7542.0,ecom express,automobile parts,van,same day,central,clear,214.0,42.83,no,delivered,4,1298.49,2025-04-17 19:33:00,6.5,6.2
7543.0,dhl,clothing,ev van,two day,central,clear,252.4,36.51,no,delivered,4,1371.53,2025-03-22 08:52:00,6.7,6.3
7544.0,ecom express,automobile parts,ev van,same day,east,foggy,47.5,19.32,no,delivered,4,395.46,2025-01-19 19:13:00,1.9,1.7
7545.0,dhl,electronics,bike,two day,west,cold,180.0,40.71,no,delivered,3,1022.13,2025-01-26 10:00:00,5.3,4.7
7546.0,xpressbees,electronics,ev van,standard,north,hot,149.8,3.34,no,delivered,4,759.02,2025-01-03 08:41:00,4.6,4.4
7547.0,shadowfax,furniture,ev van,standard,north,foggy,257.1,9.64,no,delivered,5,1314.42,2025-05-28 09:38:00,7.3,6.9
7548.0,amazon logistics,pharmacy,truck,two day,south,rainy,167.2,30.99,no,delivered,4,928.97,2025-03-05 12:20:00,4.9,4.5
7549.0,fedex,clothing,scooter,express,north,rainy,274.9,29.87,yes,delayed,3,1514.11,2025-06-11 13:30:00,7.9,10.7
7550.0,amazon logistics,documents,van,express,west,rainy,272.9,31.9,yes,delayed,2,1510.2,2025-06-05 15:08:00,7.7,9.6
7551.0,dhl,groceries,ev bike,two day,central,stormy,103.7,35.45,no,delivered,5,624.85,2025-02-04 10:05:00,2.6,2.3
7552.0,fedex,clothing,scooter,express,north,cold,224.0,18.64,yes,delayed,2,1225.92,2025-05-06 12:02:00,6.5,8.2
7553.0,fedex,clothing,van,standard,west,stormy,265.5,12.92,no,delivered,3,1366.26,2025-03-14 17:54:00,7.5,7.1
7554.0,xpressbees,clothing,van,same day,south,stormy,110.3,31.24,yes,delayed,3,745.22,2025-06-24 18:36:00,3.4,5.9
7555.0,shadowfax,automobile parts,bike,standard,east,foggy,232.6,48.31,no,delivered,3,1307.93,2025-06-17 19:38:00,7.0,6.4
7556.0,delhivery,automobile parts,van,two day,south,rainy,3.6,21.71,no,delivered,4,95.6674,2025-03-16 19:24:00,0.8,0.7
7557.0,amazon logistics,pharmacy,bike,express,north,clear,128.6,3.42,no,delivered,5,703.26,2025-01-31 07:34:00,3.0,2.8
7558.0,xpressbees,cosmetics,bike,express,west,clear,191.5,38.62,yes,delayed,3,1123.36,2025-01-07 07:14:00,5.5,7.7
7559.0,delhivery,clothing,van,two day,south,foggy,110.0,20.88,no,delivered,5,612.64,2025-04-06 12:30:00,3.7,3.3
7560.0,ecom express,electronics,ev bike,standard,east,cold,265.2,10.57,no,delivered,5,1357.71,2025-04-02 19:13:00,7.9,7.4
7561.0,shadowfax,groceries,ev van,same day,east,hot,196.0,4.4,yes,delayed,2,1093.2,2025-03-27 14:16:00,6.0,6.8
7562.0,delhivery,automobile parts,van,two day,east,cold,161.3,43.93,no,delivered,3,938.29,2025-02-02 06:19:00,4.9,4.4
7563.0,fedex,furniture,ev bike,standard,north,rainy,259.8,47.3,no,delivered,4,1440.9,2025-02-16 08:16:00,7.9,7.3
7564.0,amazon logistics,fragile items,scooter,two day,west,hot,225.2,37.12,no,delivered,4,1237.36,2025-05-07 17:30:00,6.7,6.1
7565.0,ekart,groceries,truck,same day,north,stormy,73.8,16.21,no,delivered,4,517.63,2025-01-13 16:09:00,2.4,2.3
7566.0,ecom express,documents,truck,standard,west,clear,240.8,33.89,no,delivered,5,1305.67,2025-01-11 13:25:00,6.8,6.2
7567.0,dhl,fragile items,scooter,two day,west,clear,154.6,17.69,no,delivered,5,826.07,2025-02-26 19:05:00,4.4,3.8
7568.0,ekart,furniture,van,two day,south,hot,62.4,9.24,no,delivered,4,339.72,2025-01-10 14:25:00,2.1,1.9
7569.0,dhl,cosmetics,ev bike,two day,south,rainy,293.0,40.74,no,delivered,5,1587.22,2025-05-26 06:25:00,8.5,8.4
7570.0,fedex,cosmetics,scooter,two day,north,foggy,120.6,37.32,no,delivered,4,714.96,2025-01-27 06:27:00,3.2,3.0
7571.0,xpressbees,cosmetics,truck,same day,east,hot,11.7,43.48,no,delivered,5,288.94,2025-05-14 08:50:00,0.5,0.4
7572.0,ecom express,cosmetics,scooter,standard,north,clear,276.4,43.94,no,delivered,3,1513.82,2025-04-04 12:55:00,8.4,8.2
7573.0,blue dart,fragile items,truck,same day,east,rainy,39.0,38.68,no,delivered,3,411.04,2025-03-01 08:47:00,1.4,0.8
7574.0,ecom express,furniture,bike,two day,north,clear,137.3,33.97,no,delivered,5,788.41,2025-01-20 18:49:00,4.0,3.8
7575.0,fedex,documents,van,two day,central,stormy,155.9,2.61,no,delivered,4,787.33,2025-06-26 12:37:00,4.7,4.2
7576.0,blue dart,furniture,truck,standard,north,clear,228.4,7.33,no,delivered,5,1163.99,2025-06-09 07:18:00,7.0,6.6
7577.0,ecom express,documents,ev bike,same day,west,hot,24.4,13.24,no,delivered,3,261.72,2025-03-27 14:40:00,0.6,0.4
7578.0,dhl,electronics,van,two day,east,clear,224.8,4.01,no,delivered,4,1136.03,2025-06-17 12:10:00,6.3,5.8
7579.0,shadowfax,groceries,bike,standard,south,stormy,210.7,10.52,no,delivered,4,1085.06,2025-02-04 17:27:00,6.3,6.1
7580.0,xpressbees,furniture,bike,standard,north,stormy,92.3,8.32,no,delivered,3,486.46,2025-04-25 13:48:00,2.7,2.2
7581.0,delhivery,furniture,truck,standard,west,hot,238.2,49.51,no,delivered,4,1339.53,2025-02-09 08:44:00,7.1,6.9
7582.0,blue dart,groceries,ev bike,same day,west,hot,55.4,40.03,no,delivered,5,497.09,2025-03-20 17:07:00,1.8,1.4
7583.0,xpressbees,cosmetics,ev van,express,west,foggy,290.0,3.05,yes,delayed,3,1509.15,2025-02-19 19:50:00,8.5,11.4
7584.0,ekart,documents,ev bike,two day,north,cold,280.1,3.02,no,delivered,3,1409.56,2025-01-12 17:03:00,8.7,8.2
7585.0,delhivery,pharmacy,van,two day,central,rainy,198.5,36.53,no,delivered,5,1102.09,2025-01-22 18:07:00,5.5,5.0
7586.0,delhivery,documents,van,standard,central,cold,103.3,12.23,no,delivered,5,553.19,2025-02-24 07:35:00,3.4,3.1
7587.0,amazon logistics,automobile parts,ev van,same day,west,cold,127.5,45.28,no,delivered,5,873.34,2025-01-11 10:19:00,4.0,3.9
7588.0,blue dart,pharmacy,ev van,two day,north,hot,229.1,48.03,no,delivered,5,1289.59,2025-04-28 12:11:00,6.9,6.4
7589.0,delhivery,pharmacy,van,standard,east,stormy,63.1,35.62,no,delivered,4,422.36,2025-03-26 12:21:00,1.5,1.0
7590.0,shadowfax,groceries,van,standard,south,clear,94.2,15.78,no,delivered,3,518.34,2025-04-07 10:20:00,3.1,2.9
7591.0,blue dart,cosmetics,bike,two day,west,foggy,133.1,41.95,no,delivered,4,791.35,2025-05-22 09:19:00,3.9,3.4
7592.0,shadowfax,groceries,scooter,standard,west,foggy,235.0,15.49,no,delivered,5,1221.47,2025-01-26 15:42:00,7.0,6.9
7593.0,fedex,fragile items,truck,standard,central,foggy,44.2,26.53,no,delivered,4,300.59,2025-05-03 08:27:00,1.4,1.2
7594.0,shadowfax,clothing,truck,two day,central,clear,35.6,3.25,no,delivered,4,187.75,2025-02-22 16:20:00,1.0,0.7
7595.0,fedex,fragile items,truck,same day,central,cold,271.2,25.16,no,delivered,5,1531.48,2025-03-17 12:45:00,7.9,7.7
7596.0,amazon logistics,automobile parts,scooter,two day,north,stormy,289.9,14.12,yes,delayed,3,1491.86,2025-05-08 17:25:00,8.5,10.8
7597.0,shadowfax,documents,scooter,express,north,clear,161.2,38.72,no,delivered,4,972.16,2025-05-29 18:31:00,5.0,5.0
7598.0,dhl,documents,van,same day,central,clear,213.6,30.89,yes,failed,1,1260.67,2025-05-04 18:50:00,6.4,7.6
7599.0,delhivery,automobile parts,ev van,same day,west,hot,58.9,24.14,no,delivered,5,466.92,2025-02-20 16:26:00,1.9,1.5
7600.0,ekart,groceries,ev van,two day,west,stormy,260.0,32.64,no,delivered,5,1397.92,2025-01-27 11:58:00,7.7,7.5
7601.0,blue dart,cosmetics,bike,standard,south,rainy,260.3,15.61,no,delivered,4,1348.33,2025-06-23 17:59:00,7.7,7.4
7602.0,delhivery,clothing,van,standard,east,rainy,46.9,5.42,no,delivered,5,250.76,2025-04-14 16:09:00,1.7,1.5
7603.0,ekart,groceries,truck,express,west,clear,222.6,18.34,yes,failed,2,1218.02,2025-02-24 08:56:00,6.8,8.9
7604.0,blue dart,cosmetics,scooter,same day,west,stormy,63.3,30.17,no,delivered,5,507.01,2025-04-22 19:24:00,2.3,2.3
7605.0,delhivery,automobile parts,van,same day,central,clear,135.6,7.74,no,delivered,4,801.22,2025-03-15 15:34:00,4.0,3.6
7606.0,ekart,groceries,bike,two day,south,hot,99.9,25.24,no,delivered,5,575.22,2025-03-09 10:30:00,2.3,1.9
7607.0,fedex,electronics,van,same day,central,foggy,261.4,38.99,yes,delayed,2,1523.97,2025-01-14 08:02:00,7.6,8.8
7608.0,blue dart,groceries,ev van,two day,south,rainy,140.0,46.49,no,delivered,3,839.47,2025-01-29 08:04:00,4.1,3.7
7609.0,ekart,pharmacy,ev van,same day,west,foggy,246.7,17.0,yes,delayed,2,1384.5,2025-01-11 17:10:00,7.3,9.0
7610.0,delhivery,fragile items,bike,express,north,cold,182.6,27.09,no,delivered,4,1044.27,2025-04-11 07:56:00,6.0,5.6
7611.0,delhivery,fragile items,truck,two day,south,foggy,146.5,17.44,no,delivered,5,784.82,2025-02-13 16:38:00,4.3,4.0
7612.0,blue dart,cosmetics,ev van,express,north,rainy,201.8,30.25,yes,delayed,3,1149.75,2025-05-20 14:30:00,6.2,7.2
7613.0,fedex,clothing,ev bike,two day,south,cold,3.6,3.64,no,delivered,5,95.6674,2025-05-20 17:22:00,0.5,0.4
7614.0,shadowfax,furniture,bike,same day,east,clear,162.9,2.95,no,delivered,5,923.35,2025-06-20 19:43:00,5.0,4.6
7615.0,amazon logistics,pharmacy,van,standard,central,rainy,58.0,28.8,no,delivered,5,376.4,2025-06-18 07:32:00,1.3,0.8
7616.0,shadowfax,furniture,ev bike,standard,north,stormy,235.3,17.52,no,delivered,3,1229.06,2025-04-28 18:07:00,6.9,6.8
7617.0,shadowfax,automobile parts,ev van,two day,east,stormy,260.0,21.21,no,delivered,4,1363.63,2025-05-26 07:21:00,7.8,7.4
7618.0,ecom express,automobile parts,scooter,two day,north,foggy,224.5,24.39,no,delivered,5,1195.67,2025-05-06 10:50:00,6.4,6.2
7619.0,ekart,clothing,scooter,standard,north,foggy,281.7,22.1,no,delivered,4,1474.8,2025-06-18 08:15:00,7.8,7.3
7620.0,amazon logistics,automobile parts,scooter,standard,north,hot,44.0,7.53,no,delivered,3,242.59,2025-01-14 15:53:00,1.6,1.6
7621.0,ecom express,fragile items,ev van,express,east,clear,66.1,46.45,yes,delayed,2,519.85,2025-04-19 07:10:00,2.3,5.1
7622.0,shadowfax,cosmetics,scooter,same day,west,stormy,214.0,9.16,yes,delayed,3,1197.48,2025-01-07 12:43:00,6.3,7.5
7623.0,amazon logistics,groceries,van,express,south,hot,42.0,17.77,yes,delayed,2,313.31,2025-01-28 17:15:00,1.3,4.3
7624.0,blue dart,cosmetics,bike,standard,west,rainy,153.6,22.21,no,delivered,3,834.63,2025-04-04 15:32:00,5.0,5.0
7625.0,amazon logistics,pharmacy,ev van,same day,east,hot,205.4,35.04,no,delivered,3,1232.12,2025-03-28 10:25:00,6.3,5.8
7626.0,shadowfax,automobile parts,bike,same day,west,stormy,63.7,5.42,yes,delayed,2,434.76,2025-02-13 10:45:00,1.7,4.8
7627.0,blue dart,cosmetics,truck,same day,east,foggy,121.1,12.5,no,delivered,5,743.0,2025-06-09 17:19:00,3.7,3.1
7628.0,delhivery,automobile parts,bike,two day,central,cold,243.4,42.28,no,delivered,3,1343.84,2025-02-28 06:16:00,6.9,6.7
7629.0,xpressbees,groceries,van,express,west,clear,109.5,32.87,no,delivered,4,696.11,2025-04-16 09:44:00,3.3,3.1
7630.0,dhl,electronics,truck,same day,central,rainy,207.5,1.44,yes,delayed,3,1141.82,2025-01-10 11:16:00,6.5,8.0
7631.0,ekart,furniture,ev bike,express,central,hot,285.9,36.58,no,delivered,4,1589.24,2025-03-31 06:25:00,8.7,8.5
7632.0,dhl,automobile parts,truck,two day,south,clear,229.3,18.08,no,delivered,3,1200.74,2025-05-23 17:15:00,6.6,6.5
